security,date,mon_return
AGG,2003-10-31,-0.00934746447729684
AGG,2003-11-30,0.003344712774476344
AGG,2003-12-31,0.009794021429567534
AGG,2004-01-31,0.004404414064840045
AGG,2004-02-29,0.011410869151059932
AGG,2004-03-31,0.006840037148477585
AGG,2004-04-30,-0.02806902239958098
AGG,2004-05-31,-0.0037777536007499446
AGG,2004-06-30,0.00728341297203583
AGG,2004-07-31,0.00924901963727831
AGG,2004-08-31,0.016189915844169622
AGG,2004-09-30,0.005158864399281704
AGG,2004-10-31,0.008672633956597897
AGG,2004-11-30,-0.007385353771920289
AGG,2004-12-31,0.007978448331588117
AGG,2005-01-31,0.004881927888554127
AGG,2005-02-28,-0.0037126619802353433
AGG,2005-03-31,-0.009736614956913803
AGG,2005-04-30,0.017213078964433803
AGG,2005-05-31,0.008271715438998628
AGG,2005-06-30,0.008736798620024189
AGG,2005-07-31,-0.010343021938085561
AGG,2005-08-31,0.011815749489052951
AGG,2005-09-30,-0.009367502368802683
AGG,2005-10-31,-0.009903595548818256
AGG,2005-11-30,0.003744829572853936
AGG,2005-12-31,0.011354303092188545
AGG,2006-01-31,-0.0005957541542094269
AGG,2006-02-28,0.0016142012057096533
AGG,2006-03-31,-0.0086750739237208
AGG,2006-04-30,-0.0014866728703528675
AGG,2006-05-31,-0.0019762157920052426
AGG,2006-06-30,-0.0016075666609065564
AGG,2006-07-31,0.01388004503352902
AGG,2006-08-31,0.015896782115415453
AGG,2006-09-30,0.01011957252360296
AGG,2006-10-31,0.006855838146054394
AGG,2006-11-30,0.010610883735031162
AGG,2006-12-31,-0.006005699715014301
AGG,2007-01-31,-0.0007031881888527325
AGG,2007-02-28,0.01625568156078705
AGG,2007-03-31,-0.0019509803193188402
AGG,2007-04-30,0.00589564704726353
AGG,2007-05-31,-0.009169056985800172
AGG,2007-06-30,-0.003761313442289027
AGG,2007-07-31,0.010714783732601374
AGG,2007-08-31,0.012807180209917224
AGG,2007-09-30,0.006335065650322047
AGG,2007-10-31,0.010097040462394125
AGG,2007-11-30,0.017928728907589564
AGG,2007-12-31,-4.529934372565769e-05
AGG,2008-01-31,0.023129193918287605
AGG,2008-02-29,-0.0015995173774556726
AGG,2008-03-31,0.0012944140628248224
AGG,2008-04-30,0.003305208610151489
AGG,2008-05-31,-0.012643402254705616
AGG,2008-06-30,-0.0018610655857955738
AGG,2008-07-31,0.003947440252972001
AGG,2008-08-31,0.0074288176216910085
AGG,2008-09-30,-0.01761298760613672
AGG,2008-10-31,-0.022782185066687055
AGG,2008-11-30,0.030311199790092225
AGG,2008-12-31,0.06652925924526665
AGG,2009-01-31,-0.019864630304811448
AGG,2009-02-28,-0.01055057906375323
AGG,2009-03-31,0.011018877522031012
AGG,2009-04-30,0.0051543425871536375
AGG,2009-05-31,0.007112780773792737
AGG,2009-06-30,0.004248366877014131
AGG,2009-07-31,0.007588122252349505
AGG,2009-08-31,0.01313773260788631
AGG,2009-09-30,0.014249021999530598
AGG,2009-10-31,0.00019704734094161402
AGG,2009-11-30,0.015015862363492172
AGG,2009-12-31,-0.017142885765018545
AGG,2010-01-31,0.011823282693669945
AGG,2010-02-28,0.004101126708068392
AGG,2010-03-31,-0.00045646697072720954
AGG,2010-04-30,0.005981946265360971
AGG,2010-05-31,0.01518021832476335
AGG,2010-06-30,0.017679252584443805
AGG,2010-07-31,0.008552672876257272
AGG,2010-08-31,0.01286683958103163
AGG,2010-09-30,8.390144062331295e-05
AGG,2010-10-31,0.0015207337333480453
AGG,2010-11-30,-0.007705385511137974
AGG,2010-12-31,-0.007357399846384061
AGG,2011-01-31,-0.000851629595026826
AGG,2011-02-28,0.0029131136869591234
AGG,2011-03-31,-0.0022292906074549146
AGG,2011-04-30,0.015674642157168295
AGG,2011-05-31,0.012396674718804235
AGG,2011-06-30,-0.004466875913123003
AGG,2011-07-31,0.01686163813482744
AGG,2011-08-31,0.015197515916822724
AGG,2011-09-30,0.007699833465027117
AGG,2011-10-31,0.0012611248423592958
AGG,2011-11-30,-0.003324681745148994
AGG,2011-12-31,0.013562918028388271
AGG,2012-01-31,0.007256290304999968
AGG,2012-02-29,-0.00013140372303188652
AGG,2012-03-31,-0.005727304754237106
AGG,2012-04-30,0.009061413904905002
AGG,2012-05-31,0.01078639762498912
AGG,2012-06-30,-0.00019929039550969918
AGG,2012-07-31,0.013618713068104471
AGG,2012-08-31,3.2238028406794683e-06
AGG,2012-09-30,0.002644584404796646
AGG,2012-10-31,-0.00045335579748817523
AGG,2012-11-30,0.0027052847947555136
AGG,2012-12-31,-0.0024488259537054358
AGG,2013-01-31,-0.006212132256778302
AGG,2013-02-28,0.005916572551633914
AGG,2013-03-31,0.0009897677530879
AGG,2013-04-30,0.00968649065578231
AGG,2013-05-31,-0.020015766461150886
AGG,2013-06-30,-0.0156532509348859
AGG,2013-07-31,0.0026848250739122115
AGG,2013-08-31,-0.008257781434251932
AGG,2013-09-30,0.011212292486315167
AGG,2013-10-31,0.00831625163798333
AGG,2013-11-30,-0.002490678937816626
AGG,2013-12-31,-0.005561470342268504
AGG,2014-01-31,0.015409649977526918
AGG,2014-02-28,0.0037543698668200953
AGG,2014-03-31,-0.0014849721675014305
AGG,2014-04-30,0.006362425049966758
AGG,2014-05-31,0.011716518550709543
AGG,2014-06-30,0.0013487927355162466
AGG,2014-07-31,-0.002510560797308492
AGG,2014-08-31,0.011488678268403829
AGG,2014-09-30,-0.006145518096529523
AGG,2014-10-31,0.010630649569056017
AGG,2014-11-30,0.006572967216285974
AGG,2014-12-31,0.0014816590448361033
AGG,2015-01-31,0.020523735437464108
AGG,2015-02-28,-0.008946976275854057
AGG,2015-03-31,0.003752890664289188
AGG,2015-04-30,-0.003236821512413779
AGG,2015-05-31,-0.004367840702280246
AGG,2015-06-30,-0.010758601197516482
AGG,2015-07-31,0.008630300771726995
AGG,2015-08-31,-0.0033612082697013212
AGG,2015-09-30,0.008111612158459014
AGG,2015-10-31,0.0006844039658657763
AGG,2015-11-30,-0.0038902681028639696
AGG,2015-12-31,-0.0019276234278494675
AGG,2016-01-31,0.01240641030379952
AGG,2016-02-29,0.008873090165971043
AGG,2016-03-31,0.00874880876268147
AGG,2016-04-30,0.002547168965197688
AGG,2016-05-31,0.00013816781524877975
AGG,2016-06-30,0.019353742240315164
AGG,2016-07-31,0.005445406991765989
AGG,2016-08-31,-0.002152789899342422
AGG,2016-09-30,0.0005111758989309045
AGG,2016-10-31,-0.008168807781445131
AGG,2016-11-30,-0.025656242777510108
AGG,2016-12-31,0.002543928243332605
AGG,2017-01-31,0.002128429623970751
AGG,2017-02-28,0.006461765635692007
AGG,2017-03-31,-0.0005397447991165594
AGG,2017-04-30,0.009065249908502215
AGG,2017-05-31,0.006878552497873391
AGG,2017-06-30,-0.00018011280543317465
AGG,2017-07-31,0.003344435763531939
AGG,2017-08-31,0.009406584999814616
AGG,2017-09-30,-0.0057131588258154675
AGG,2017-10-31,0.000980026134030254
AGG,2017-11-30,-0.0014841406747789776
AGG,2017-12-31,0.004747943627775086
AGG,2018-01-31,-0.011250792667283016
AGG,2018-02-28,-0.010081426909654967
AGG,2018-03-31,0.006710267579832729
AGG,2018-04-30,-0.009404856883467039
AGG,2018-05-31,0.006620710176552302
AGG,2018-06-30,0.001031654144599159
AGG,2018-07-31,-0.00028840796832829696
AGG,2018-08-31,0.005685146840036959
AGG,2018-09-30,-0.0061905046294166155
AGG,2018-10-31,-0.006444812231548136
AGG,2018-11-30,0.005236292534341658
AGG,2018-12-31,0.019802351307284694
AGG,2019-01-31,0.009109242234462966
AGG,2019-02-28,-0.0011300539722979286
AGG,2019-03-31,0.02122855602062712
AGG,2019-04-30,-0.0019929396752852435
AGG,2019-05-31,0.019109605549571862
AGG,2019-06-30,0.010981742057014188
AGG,2019-07-31,0.001815739454638532
AGG,2019-08-31,0.027813377092365643
AGG,2019-09-30,-0.0061182162923467676
AGG,2019-10-31,0.0020796406838079484
AGG,2019-11-30,-0.000342174626682068
AGG,2019-12-31,-0.0004742166956367422
AGG,2020-01-31,0.020289516444041755
